retailer,year,month,mpg,product,product_id,source_product,unit_type,quantity,cases_per_drp,cases,source_sheet,source_row,promo_id,promotion_type,date_source,product_pack_size,base_pack_size,conversion_note
NA-PRATTS WHSL,2025,January,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,33.0,,33.0,2025,5913,000HJDFG3,Flyer,2025-01-01,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,91.0,,91.0,2025,5945,000HJE3C6,Flyer,2025-01-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,February,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,51.0,,51.0,2025,5972,000HJDA3M,TPR/ISF,2025-02-26,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,February,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,51.0,,51.0,2025,5973,000HJDA3M,Flyer,2025-02-26,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,March,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,5.0,,5.0,2025,6002,000HJE2EO,Flyer,2025-03-27,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,April,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,2.0,,2.0,2025,6032,000HJE9LP,Flyer,2025-04-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,April,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,2.0,,2.0,2025,6033,000HJE9LP,TPR/ISF,2025-04-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,14.0,,14.0,2025,6059,000HJE9FJ,Flyer,2025-05-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,14.0,,14.0,2025,6060,000HJE9FJ,TPR/ISF,2025-05-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,29.0,,29.0,2025,6089,000HJEEE2,Flyer,2025-06-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,29.0,,29.0,2025,6090,000HJEEE2,TPR/ISF,2025-06-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,July,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,12.0,,12.0,2025,6108,000HJDX2H,Flyer,2025-07-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,5.0,,5.0,2025,6129,000HJDG2J,TPR/ISF,2025-08-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,5.0,,5.0,2025,6130,000HJDG2J,Flyer,2025-08-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,September,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,40.0,,40.0,2025,6150,000HJE8PN,TPR/ISF,2025-09-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,September,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,40.0,,40.0,2025,6151,000HJE8PN,Flyer,2025-09-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,October,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,26.0,,26.0,2025,6170,000HJDLPJ,Flyer,2025-10-29,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,November,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,24.0,,24.0,2025,6189,000HJDXET,Flyer,2025-11-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,January,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,34.0,,34.0,2026,4671,000ITZOLW,Flyer,2026-01-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,April,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,11.0,,11.0,2026,4712,000ITZLLR,TPR/ISF,2026-04-27,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,May,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,12.0,,12.0,2026,4727,000ITZPT2,TPR/ISF,2026-05-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,June,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,20.0,,20.0,2026,4744,000ITZ5DB,TPR/ISF,2026-06-27,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,August,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,10.0,,10.0,2026,4773,000ITZ3N7,Flyer,2026-08-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,September,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,29.0,,29.0,2026,4788,000ITZ4VL,Flyer,2026-09-27,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,October,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,26.0,,26.0,2026,4801,000ITZ7RW,Flyer,2026-10-28,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2026,November,HB Hot Chocolate 6/10ct,HB HOT CHOCOLATE 6/10CT,TDHBHC-6/10,HB HOT CHOCOLATE 6/10CT,CASE,24.0,,24.0,2026,4815,000ITYE3D,Flyer,2026-11-27,HB Hot Chocolate 6/10ct,HB Hot Chocolate 6/10ct,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,50.0,,50.0,2025,5911,000HJDFG3,Special,2025-01-01,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,50.0,,50.0,2025,5912,000HJDFG3,Flyer,2025-01-01,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,28.0,,28.0,2025,5944,000HJE3C6,Special,2025-01-29,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,February,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,51.0,,51.0,2025,5971,000HJDA3M,Flyer,2025-02-26,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,March,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,77.0,,77.0,2025,6001,000HJE2EO,TPR/ISF,2025-03-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,296.0,,296.0,2025,6030,000HJE9LP,Special,2025-04-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,296.0,,296.0,2025,6031,000HJE9LP,TPR/ISF,2025-04-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,124.0,,124.0,2025,6058,000HJE9FJ,Flyer,2025-05-29,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,60.0,,60.0,2025,6088,000HJEEE2,Flyer,2025-06-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,95.0,,95.0,2025,6107,000HJDX2H,Flyer,2025-07-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,55.0,,55.0,2025,6128,000HJDG2J,TPR/ISF,2025-08-29,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,50.0,,50.0,2025,6148,000HJE8PN,Flyer,2025-09-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,50.0,,50.0,2025,6149,000HJE8PN,TPR/ISF,2025-09-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,218.0,,218.0,2025,6169,000HJDLPJ,Flyer,2025-10-29,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,November,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,120.0,,120.0,2025,6188,000HJDXET,Flyer,2025-11-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,91.0,,91.0,2026,4651,000ITZINT,Flyer,2026-01-01,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,86.0,,86.0,2026,4670,000ITZOLW,Special,2026-01-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,March,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,112.0,,112.0,2026,4693,000ITYXRO,TPR/ISF,2026-03-26,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,121.0,,121.0,2026,4711,000ITZLLR,Special,2026-04-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,May,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,134.0,,134.0,2026,4726,000ITZPT2,Flyer,2026-05-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,June,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,98.0,,98.0,2026,4743,000ITZ5DB,Flyer,2026-06-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,113.0,,113.0,2026,4756,000ITZ48F,Flyer,2026-07-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,August,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,102.0,,102.0,2026,4772,000ITZ3N7,TPR/ISF,2026-08-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,108.0,,108.0,2026,4787,000ITZ4VL,TPR/ISF,2026-09-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,105.0,,105.0,2026,4800,000ITZ7RW,Flyer,2026-10-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2026,November,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,85.0,,85.0,2026,4814,000ITYE3D,Flyer,2026-11-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,20.0,,20.0,2025,5910,000HJDFG3,Flyer,2025-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,21.0,,21.0,2025,5943,000HJE3C6,Flyer,2025-01-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,72.0,,72.0,2025,5969,000HJDA3M,Flyer,2025-02-26,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,72.0,,72.0,2025,5970,000HJDA3M,TPR/ISF,2025-02-26,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,March,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,84.0,,84.0,2025,5999,000HJE2EO,EDLP: Flyer,2025-03-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,March,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,84.0,,84.0,2025,6000,000HJE2EO,Flyer,2025-03-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,April,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,79.0,,79.0,2025,6029,000HJE9LP,Special,2025-04-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,35.0,,35.0,2025,6056,000HJE9FJ,TPR/ISF,2025-05-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,35.0,,35.0,2025,6057,000HJE9FJ,Flyer,2025-05-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,77.0,,77.0,2025,6086,000HJEEE2,Flyer,2025-06-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,77.0,,77.0,2025,6087,000HJEEE2,TPR/ISF,2025-06-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,123.0,,123.0,2025,6105,000HJDX2H,Flyer & Display,2025-07-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,123.0,,123.0,2025,6106,000HJDX2H,Flyer,2025-07-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,67.0,,67.0,2025,6126,000HJDG2J,TPR/ISF,2025-08-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,67.0,,67.0,2025,6127,000HJDG2J,Flyer,2025-08-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,37.0,,37.0,2025,6147,000HJE8PN,Flyer,2025-09-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,October,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,109.0,,109.0,2025,6168,000HJDLPJ,Flyer,2025-10-29,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,76.0,,76.0,2025,6187,000HJDXET,Flyer,2025-11-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,50.0,,50.0,2026,4650,000ITZINT,Flyer,2026-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,54.0,,54.0,2026,4669,000ITZOLW,Flyer,2026-01-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,March,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,79.0,,79.0,2026,4692,000ITYXRO,EDLP: Flyer,2026-03-26,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,April,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,67.0,,67.0,2026,4710,000ITZLLR,Special,2026-04-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,May,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,72.0,,72.0,2026,4725,000ITZPT2,TPR/ISF,2026-05-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,June,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,64.0,,64.0,2026,4742,000ITZ5DB,TPR/ISF,2026-06-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,43.0,,43.0,2026,4786,000ITZ4VL,Flyer,2026-09-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,October,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,68.0,,68.0,2026,4799,000ITZ7RW,Flyer,2026-10-28,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2026,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,73.0,,73.0,2026,4813,000ITYE3D,Flyer,2026-11-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-PRATTS WHSL,2025,May,R&G Large Bag 6/2lb,R&G LARGE BAG 6/2LB,TDRGLB-6/2,R&G LARGE BAG 6/2LB,CASE,5.0,,5.0,2025,6055,000HJE9FJ,Flyer,2025-05-29,R&G Large Bag 6/2lb,R&G Large Bag 6/2lb,Product-level forecast total cases
NA-PRATTS WHSL,2025,June,R&G Large Bag 6/2lb,R&G LARGE BAG 6/2LB,TDRGLB-6/2,R&G LARGE BAG 6/2LB,CASE,5.0,,5.0,2025,6085,000HJEEE2,Flyer,2025-06-28,R&G Large Bag 6/2lb,R&G Large Bag 6/2lb,Product-level forecast total cases
NA-PRATTS WHSL,2025,August,R&G Large Bag 6/2lb,R&G LARGE BAG 6/2LB,TDRGLB-6/2,R&G LARGE BAG 6/2LB,CASE,2.0,,2.0,2025,6125,000HJDG2J,Flyer,2025-08-29,R&G Large Bag 6/2lb,R&G Large Bag 6/2lb,Product-level forecast total cases
NA-PRATTS WHSL,2026,June,R&G Large Bag 6/2lb,R&G LARGE BAG 6/2LB,TDRGLB-6/2,R&G LARGE BAG 6/2LB,CASE,5.0,,5.0,2026,4741,000ITZ5DB,Flyer,2026-06-27,R&G Large Bag 6/2lb,R&G Large Bag 6/2lb,Product-level forecast total cases
NA-PRATTS WHSL,2026,August,R&G Large Bag 6/2lb,R&G LARGE BAG 6/2LB,TDRGLB-6/2,R&G LARGE BAG 6/2LB,CASE,2.0,,2.0,2026,4771,000ITZ3N7,Flyer,2026-08-28,R&G Large Bag 6/2lb,R&G Large Bag 6/2lb,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,R&G Large Bag 6/652g,R&G LARGE BAG 6/652GR,TDRGLB-6/652,R&G LARGE BAG 6/652GR,CASE,0.0,,0.0,2025,5908,000HJDFG3,Special,2025-01-01,R&G Large Bag 6/652g,R&G Large Bag 6/652g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,R&G Large Bag 6/652g,R&G LARGE BAG 6/652GR,TDRGLB-6/652,R&G LARGE BAG 6/652GR,CASE,0.0,,0.0,2025,5909,000HJDFG3,Flyer,2025-01-01,R&G Large Bag 6/652g,R&G Large Bag 6/652g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,R&G Large Bag 6/652g,R&G LARGE BAG 6/652GR,TDRGLB-6/652,R&G LARGE BAG 6/652GR,CASE,23.0,,23.0,2025,5941,000HJE3C6,Special,2025-01-29,R&G Large Bag 6/652g,R&G Large Bag 6/652g,Product-level forecast total cases
NA-PRATTS WHSL,2025,January,R&G Large Bag 6/652g,R&G LARGE BAG 6/652GR,TDRGLB-6/652,R&G LARGE BAG 6/652GR,CASE,23.0,,23.0,2025,5942,000HJE3C6,TPR/ISF,2025-01-29,R&G Large Bag 6/652g,R&G Large Bag 6/652g,Product-level forecast total cases
